City ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,city_wind,Current Description
225,Pangnirtung,CA,2022-06-08 19:32:47,66.1451,-65.7125,44.6,70,40,20.71,scattered clouds
226,Nakasongola,UG,2022-06-08 19:32:48,1.3089,32.4564,65.97,82,100,3.06,overcast clouds
227,Westerland,DE,2022-06-08 19:32:49,54.9079,8.3033,62.02,94,100,4.61,moderate rain
228,Bonavista,CA,2022-06-08 19:32:49,48.6499,-53.1147,42.51,68,1,10.16,clear sky
229,Songea,TZ,2022-06-08 19:32:50,-10.6833,35.65,61.95,77,40,0.0,scattered clouds
230,Koutsouras,GR,2022-06-08 19:32:50,35.0339,25.9469,77.11,59,0,0.72,clear sky
231,Chulym,RU,2022-06-08 19:32:51,55.0997,80.9572,50.02,68,100,11.68,overcast clouds
232,Malvern,US,2022-06-08 19:32:52,34.3623,-92.813,71.11,64,94,6.53,heavy intensity rain
233,Maiduguri,NG,2022-06-08 19:32:52,11.8464,13.1603,93.56,14,5,7.14,clear sky
234,Jumla,NP,2022-06-08 19:32:53,29.2747,82.1838,58.01,85,12,2.48,few clouds
235,Severo-Kurilsk,RU,2022-06-08 19:32:53,50.6789,156.125,43.43,79,100,6.76,overcast clouds
236,Sao Joao Da Barra,BR,2022-06-08 19:32:54,-21.6403,-41.0511,84.29,74,76,7.29,broken clouds
237,Imeni Zhelyabova,RU,2022-06-08 19:32:55,58.9544,36.5956,52.54,67,88,4.81,overcast clouds
238,Saint-Joseph,RE,2022-06-08 19:32:56,-21.3667,55.6167,68.38,83,85,11.25,light rain
239,Camabatela,AO,2022-06-08 19:32:56,-8.1881,15.375,62.04,49,21,3.2,few clouds
240,Cochrane,CA,2022-06-08 19:32:57,51.1834,-114.4687,70.54,42,0,12.66,clear sky
241,Hit,IQ,2022-06-08 19:32:57,33.6416,42.8251,91.9,15,0,4.76,clear sky
242,Jalu,LY,2022-06-08 19:32:58,29.0331,21.5482,86.45,28,0,14.16,clear sky
243,Santa Cruz,BO,2022-06-08 19:32:58,-17.8,-63.1667,80.65,61,75,17.27,broken clouds
244,Yerbogachen,RU,2022-06-08 19:32:59,61.2767,108.0108,43.45,77,94,3.87,overcast clouds
245,Teguldet,RU,2022-06-08 19:32:59,57.3064,88.1667,37.69,92,6,2.53,clear sky
246,Glinka,RU,2022-06-08 19:33:00,54.6404,32.8781,61.12,85,100,4.56,overcast clouds
247,Aykhal,RU,2022-06-08 19:33:00,66.0,111.5,48.43,62,11,4.97,few clouds
248,Lagoa,PT,2022-06-08 19:33:00,39.05,-27.9833,64.89,88,11,22.79,few clouds
249,George,ZA,2022-06-08 19:31:18,-33.963,22.4617,62.15,48,1,17.27,clear sky
250,Havre,FR,2022-06-08 19:33:01,49.5833,0.3333,61.2,82,100,16.11,overcast clouds
251,Mount Gambier,AU,2022-06-08 19:33:03,-37.8333,140.7667,48.11,93,75,10.36,broken clouds
252,Saiha,IN,2022-06-08 19:33:03,22.4833,92.9667,70.84,99,100,1.48,overcast clouds
253,Touros,BR,2022-06-08 19:32:41,-5.1989,-35.4608,79.36,80,8,10.0,clear sky
254,Haimen,CN,2022-06-08 19:33:04,23.1935,116.6142,73.29,94,100,14.25,light rain
255,Whitehorse,CA,2022-06-08 19:33:04,60.7161,-135.0538,67.1,36,20,6.91,few clouds
256,Tobane,BW,2022-06-08 19:33:05,-21.95,27.9,51.94,47,0,5.46,clear sky
257,Iskateley,RU,2022-06-08 19:33:05,67.6803,53.1512,52.45,61,81,8.48,broken clouds
258,Inirida,CO,2022-06-08 19:33:06,3.8653,-67.9239,77.95,82,100,2.1,overcast clouds
259,Provideniya,RU,2022-06-08 19:33:06,64.3833,-173.3,46.4,52,16,2.15,few clouds
260,Palmer,US,2022-06-08 19:33:07,42.1584,-72.3287,79.92,46,20,10.36,few clouds
261,Bilibino,RU,2022-06-08 19:33:07,68.0546,166.4372,56.08,54,95,5.68,overcast clouds
262,Poum,NC,2022-06-08 19:33:08,-20.2333,164.0167,74.43,88,100,21.14,overcast clouds
263,Souillac,MU,2022-06-08 19:33:08,-20.5167,57.5167,73.78,78,40,3.44,scattered clouds
264,Fortuna,US,2022-06-08 19:32:21,40.5982,-124.1573,68.94,67,0,13.8,clear sky
265,Lalibela,ET,2022-06-08 19:33:09,12.0333,39.0333,65.71,33,95,7.58,overcast clouds
266,Leningradskiy,RU,2022-06-08 19:33:09,69.3833,178.4167,36.64,66,3,13.38,clear sky
267,San Cristobal,VE,2022-06-08 19:31:45,7.7669,-72.225,78.98,69,96,4.47,overcast clouds
268,Meulaboh,ID,2022-06-08 19:33:11,4.1363,96.1285,76.42,92,100,4.56,overcast clouds
269,Gallipoli,TR,2022-06-08 19:33:11,40.4103,26.6708,71.46,74,42,4.9,scattered clouds
270,Romitan,UZ,2022-06-08 19:33:13,39.9343,64.3814,85.95,25,0,4.61,clear sky
271,Cayenne,GF,2022-06-08 19:30:05,4.9333,-52.3333,84.24,22,20,10.36,few clouds
272,Buluang,PH,2022-06-08 19:33:13,13.3068,123.3425,76.87,91,100,2.37,overcast clouds
273,Sinnamary,GF,2022-06-08 19:33:15,5.3833,-52.95,80.76,83,98,8.88,overcast clouds
274,Grand Gaube,MU,2022-06-08 19:33:16,-20.0064,57.6608,73.8,78,1,3.0,clear sky
275,Touho,NC,2022-06-08 19:33:16,-20.7833,165.2333,71.56,92,100,3.96,overcast clouds
276,Dasoguz,TM,2022-06-08 19:33:17,41.8363,59.9666,80.55,34,0,6.91,clear sky
277,Ketchikan,US,2022-06-08 19:31:59,55.3422,-131.6461,57.67,72,100,16.11,overcast clouds
278,Ulaangom,MN,2022-06-08 19:33:17,49.9811,92.0667,52.45,42,0,1.97,clear sky
279,Okhotsk,RU,2022-06-08 19:33:18,59.3833,143.3,41.95,91,100,8.88,overcast clouds
280,Tazovskiy,RU,2022-06-08 19:33:18,67.4667,78.7,37.6,64,18,3.96,few clouds
281,Nouadhibou,MR,2022-06-08 19:33:19,20.931,-17.0347,71.58,73,100,9.22,sand
282,Gorontalo,ID,2022-06-08 19:33:19,0.5412,123.0595,74.3,95,88,2.44,overcast clouds
283,Rorvik,NO,2022-06-08 19:33:20,64.8621,11.2373,51.78,76,0,16.11,clear sky
284,Bacolod,PH,2022-06-08 19:33:21,10.6667,122.95,78.12,81,100,4.16,overcast clouds
285,Nemuro,JP,2022-06-08 19:33:21,43.3236,145.575,47.48,89,100,8.3,overcast clouds
286,Gazanjyk,TM,2022-06-08 19:33:22,39.2446,55.5154,80.04,50,82,12.71,broken clouds
287,Ola,RU,2022-06-08 19:33:23,59.5833,151.2833,44.78,86,100,5.06,overcast clouds
288,Gladstone,AU,2022-06-08 19:31:46,-23.85,151.25,48.78,71,17,6.91,few clouds
289,Kamaishi,JP,2022-06-08 19:33:24,39.2667,141.8833,52.72,91,61,4.38,broken clouds
290,Tukrah,LY,2022-06-08 19:33:24,32.5341,20.5791,73.63,88,0,2.82,clear sky
291,Cherlak,RU,2022-06-08 19:33:24,54.155,74.8055,63.59,51,99,13.85,overcast clouds
292,Flinders,AU,2022-06-08 19:33:25,-34.5833,150.8552,51.19,64,0,8.01,clear sky
293,Saint-Augustin,CA,2022-06-08 19:33:26,51.226,-58.6502,58.6,36,100,15.12,overcast clouds
294,Bambanglipuro,ID,2022-06-08 19:33:26,-7.95,110.2833,76.1,89,100,3.0,overcast clouds
295,Kahului,US,2022-06-08 19:33:27,20.8947,-156.47,82.42,63,40,16.11,light rain
296,Casper,US,2022-06-08 19:30:49,42.8666,-106.3131,70.72,31,0,8.05,clear sky
297,Altinopolis,BR,2022-06-08 19:33:28,-21.0256,-47.3739,70.95,55,100,4.56,light rain
298,Alekseyevka,RU,2022-06-08 19:33:29,50.6309,38.6903,57.49,76,0,2.17,clear sky
299,Kodinsk,RU,2022-06-08 19:33:29,58.6881,99.1844,43.0,81,10,2.1,clear sky
300,Ambikapur,IN,2022-06-08 19:33:29,23.1167,83.2,83.17,23,99,0.74,overcast clouds
301,Tocopilla,CL,2022-06-08 19:33:30,-22.092,-70.1979,65.01,66,7,7.38,clear sky
302,Yarqa,JO,2022-06-08 19:33:31,31.9785,35.6947,77.05,42,0,2.68,clear sky
303,Sabang,ID,2022-06-08 19:33:31,5.8933,95.3214,83.08,76,100,13.49,overcast clouds
304,Tigil,RU,2022-06-08 19:33:32,57.8,158.6667,48.07,79,95,4.99,overcast clouds
305,Evensk,RU,2022-06-08 19:33:32,61.95,159.2333,47.19,79,100,5.3,overcast clouds
306,Yagodnoye,RU,2022-06-08 19:33:33,62.55,149.6667,38.66,98,100,4.65,heavy intensity rain
307,Altamira,BR,2022-06-08 19:33:33,-3.2033,-52.2064,76.41,94,100,2.62,overcast clouds
308,Roma,US,2022-06-08 19:33:34,43.2128,-75.4557,73.72,54,20,9.22,few clouds
309,Tomatlan,MX,2022-06-08 19:33:34,19.9333,-105.25,87.67,53,51,12.86,broken clouds
310,Marfino,RU,2022-06-08 19:33:35,55.7028,37.3822,62.85,45,0,0.0,clear sky
311,Codrington,AU,2022-06-08 19:33:35,-38.2667,141.9667,52.16,76,100,18.88,overcast clouds
312,Eureka,US,2022-06-08 19:29:36,40.8021,-124.1637,69.21,74,100,8.99,overcast clouds
313,Chilakalurupet,IN,2022-06-08 19:33:36,16.0833,80.1667,90.72,41,75,6.11,broken clouds
314,Cairns,AU,2022-06-08 19:30:34,-16.9167,145.7667,73.35,68,75,17.27,broken clouds
315,Nanortalik,GL,2022-06-08 19:33:39,60.1432,-45.2371,39.72,82,65,1.59,broken clouds
316,Ardesen,TR,2022-06-08 19:33:39,41.1911,40.9875,69.17,88,89,5.95,overcast clouds
317,Minab,IR,2022-06-08 19:33:40,27.1467,57.0801,89.96,46,7,3.24,clear sky
318,Key West,US,2022-06-08 19:29:34,24.5557,-81.7826,84.2,74,0,9.22,clear sky
319,Klaksvik,FO,2022-06-08 19:33:40,62.2266,-6.589,52.72,75,55,21.09,broken clouds
320,Chuncheng,CN,2022-06-08 19:33:41,22.1731,111.7886,74.73,99,100,4.27,light rain
321,Paamiut,GL,2022-06-08 19:33:41,61.994,-49.6678,38.16,85,0,9.57,clear sky
322,Vieste,IT,2022-06-08 19:33:42,41.8825,16.175,72.61,80,46,9.53,scattered clouds
323,Tessalit,ML,2022-06-08 19:33:42,20.1986,1.0114,96.01,15,99,9.24,overcast clouds
324,Mbuguni,TZ,2022-06-08 19:33:42,-3.5667,36.95,71.22,68,69,2.01,broken clouds
325,Fayaoue,NC,2022-06-08 19:33:43,-20.65,166.5333,78.03,78,100,14.12,light rain
326,Jarvakandi,EE,2022-06-08 19:33:43,58.7789,24.8258,58.95,98,100,4.59,overcast clouds
327,Panalingaan,PH,2022-06-08 19:33:44,8.7842,117.4231,78.8,85,97,3.09,overcast clouds
328,Altay,CN,2022-06-08 19:33:44,47.8667,88.1167,58.48,62,91,4.05,overcast clouds
329,Lorengau,PG,2022-06-08 19:33:45,-2.0226,147.2712,81.46,75,100,8.01,overcast clouds
330,Riyadh,SA,2022-06-08 19:32:45,24.6877,46.7219,98.74,7,0,3.69,clear sky
331,Atascadero,US,2022-06-08 19:33:45,35.4894,-120.6707,90.36,38,74,5.01,broken clouds
332,Ust-Ilimsk,RU,2022-06-08 19:33:46,58.0006,102.6619,41.68,80,7,1.43,clear sky
333,Praia Da Vitoria,PT,2022-06-08 19:33:47,38.7333,-27.0667,73.65,73,40,11.99,scattered clouds
334,Velizh,RU,2022-06-08 19:33:48,55.6056,31.1967,60.64,89,65,5.93,broken clouds
335,Inhambane,MZ,2022-06-08 19:33:49,-23.865,35.3833,66.18,72,40,4.61,scattered clouds
336,Anadyr,RU,2022-06-08 19:33:49,64.75,177.4833,43.3,56,0,6.71,clear sky
337,Kristiansund,NO,2022-06-08 19:33:50,63.1115,7.732,55.45,62,75,13.8,broken clouds
338,Praya,CV,2022-06-08 19:33:50,14.9215,-23.5087,77.54,73,75,14.97,broken clouds
339,Vestmannaeyjar,IS,2022-06-08 19:33:51,63.4427,-20.2734,50.99,76,40,24.16,scattered clouds
340,Shipunovo,RU,2022-06-08 19:33:51,52.1582,82.2173,54.03,83,75,9.73,broken clouds
341,Mareeba,AU,2022-06-08 19:33:51,-17.0,145.4333,68.72,97,100,2.93,overcast clouds
342,Nosy Varika,MG,2022-06-08 19:33:52,-20.5833,48.5333,69.53,87,98,5.48,moderate rain
343,Kruisfontein,ZA,2022-06-08 19:33:52,-34.0033,24.7314,65.34,33,0,8.72,clear sky
344,Saint-Paul-Les-Dax,FR,2022-06-08 19:33:53,43.7272,-1.0516,67.01,95,75,4.61,broken clouds
345,Boulsa,BF,2022-06-08 19:33:53,12.6675,-0.5758,94.03,29,17,6.17,few clouds
346,Cayeli,TR,2022-06-08 19:33:54,41.0923,40.7292,68.18,88,84,5.17,broken clouds
347,Luis Correia,BR,2022-06-08 19:33:54,-2.8792,-41.6669,87.8,70,20,11.5,few clouds
348,Kalispell,US,2022-06-08 19:33:55,48.1958,-114.3129,57.29,77,100,5.75,overcast clouds
349,Pocao De Pedras,BR,2022-06-08 19:33:55,-4.6667,-44.85,78.46,91,100,1.88,overcast clouds
350,Rakiv Lis,UA,2022-06-08 19:33:56,51.6217,24.9243,65.19,76,30,6.98,scattered clouds
351,Prabumulih,ID,2022-06-08 19:33:56,-3.45,104.25,73.02,98,100,1.54,overcast clouds
352,Wewak,PG,2022-06-08 19:33:57,-3.5534,143.6268,77.7,86,75,4.41,broken clouds
353,Casay,PH,2022-06-08 19:33:57,9.8204,123.5496,80.06,79,100,2.37,overcast clouds
354,Mahibadhoo,MV,2022-06-08 19:33:58,3.7833,72.9667,82.4,74,65,10.16,broken clouds
355,Oranjestad,AW,2022-06-08 19:30:41,12.524,-70.027,87.75,66,40,20.71,scattered clouds
356,Acheng,CN,2022-06-08 19:33:58,45.5454,126.977,55.89,86,22,4.0,few clouds
357,Leh,IN,2022-06-08 19:33:59,34.1667,77.5833,53.47,34,35,4.5,scattered clouds
358,Bilma,NE,2022-06-08 19:33:59,18.6853,12.9164,92.07,10,98,3.91,overcast clouds
359,Contamana,PE,2022-06-08 19:34:00,-7.3333,-75.0167,82.85,80,81,3.22,broken clouds
360,Skovorodino,RU,2022-06-08 19:34:00,53.9833,123.9167,54.86,85,30,3.31,scattered clouds
361,Gotsu,JP,2022-06-08 19:34:02,35.0,132.2167,58.77,86,1,3.91,clear sky
362,Redlands,US,2022-06-08 19:30:15,34.0556,-117.1825,100.4,38,0,5.75,haze
363,Quang Ngai,VN,2022-06-08 19:34:02,15.1167,108.8,76.06,86,100,5.57,overcast clouds
364,Diamantino,BR,2022-06-08 19:31:19,-14.4086,-56.4461,84.63,52,98,2.48,moderate rain
365,Marrakesh,MA,2022-06-08 19:34:03,31.6315,-8.0083,91.47,31,0,14.97,clear sky
366,Kamina,CD,2022-06-08 19:34:04,-8.7386,24.9906,59.88,52,58,3.8,broken clouds
367,Jishou,CN,2022-06-08 19:34:04,28.3167,109.7167,72.91,95,99,2.39,overcast clouds
368,Rampura,IN,2022-06-08 19:34:06,30.25,75.2333,93.76,16,1,5.91,clear sky
369,Pingliang,CN,2022-06-08 19:34:06,35.5392,106.6861,68.22,36,100,4.76,overcast clouds
370,Vila Velha,BR,2022-06-08 19:34:07,-20.3297,-40.2925,80.55,77,0,5.75,clear sky
371,Faanui,PF,2022-06-08 19:34:08,-16.4833,-151.75,80.8,70,0,10.54,clear sky
372,Llanes,ES,2022-06-08 19:34:09,43.4198,-4.7549,64.72,95,100,9.01,overcast clouds
373,Ornskoldsvik,SE,2022-06-08 19:34:10,63.2909,18.7153,51.94,95,100,3.18,overcast clouds
374,Beroroha,MG,2022-06-08 19:34:11,-21.6667,45.1667,64.74,75,0,3.69,clear sky
375,Hobyo,SO,2022-06-08 19:34:11,5.3505,48.5268,80.51,74,100,21.74,overcast clouds
376,Lerwick,GB,2022-06-08 19:34:12,60.1545,-1.1494,51.8,90,97,17.36,overcast clouds
377,Uray,RU,2022-06-08 19:34:12,60.1247,64.7758,51.89,97,100,12.33,overcast clouds
378,Kavaratti,IN,2022-06-08 19:34:13,10.5669,72.642,82.85,75,34,14.52,scattered clouds
379,San Jose,US,2022-06-08 19:34:14,37.3394,-121.895,84.25,51,75,14.97,broken clouds
380,Lazaro Cardenas,MX,2022-06-08 19:34:14,17.9583,-102.2,85.66,58,62,11.56,broken clouds
381,Baijiantan,CN,2022-06-08 19:34:15,45.6333,85.1833,76.03,20,0,1.68,clear sky
382,Rocky Mountain House,CA,2022-06-08 19:33:07,52.3668,-114.9188,62.71,59,83,3.44,broken clouds
383,Conde,BR,2022-06-08 19:34:16,-7.2597,-34.9075,80.06,78,20,11.5,few clouds
384,Bikaner,IN,2022-06-08 19:34:17,28.0167,73.3,91.83,19,81,16.11,broken clouds
385,Mehamn,NO,2022-06-08 19:34:18,71.0357,27.8492,48.11,79,7,26.73,clear sky
386,Dire,ML,2022-06-08 19:34:18,12.2833,-10.9667,87.69,44,54,2.35,broken clouds
387,Labuhan,ID,2022-06-08 19:34:19,-6.8844,112.2051,78.13,87,100,7.85,overcast clouds
388,Takoradi,GH,2022-06-08 19:34:19,4.8845,-1.7554,79.32,78,79,10.22,broken clouds
389,Moron,AR,2022-06-08 19:34:20,-34.6534,-58.6198,61.02,66,0,5.75,clear sky
390,Te Anau,NZ,2022-06-08 19:34:21,-45.4167,167.7167,42.67,95,86,2.64,light rain
391,Kupang,ID,2022-06-08 19:34:23,-10.1667,123.5833,79.14,82,97,12.15,overcast clouds
392,Fort Nelson,CA,2022-06-08 19:34:24,58.8053,-122.7002,71.19,46,75,4.61,broken clouds
393,Mandalgovi,MN,2022-06-08 19:34:24,45.7625,106.2708,47.41,75,41,11.68,scattered clouds
394,Puksoozero,RU,2022-06-08 19:34:25,62.5903,40.6066,59.0,68,100,3.56,overcast clouds
395,Curanilahue,CL,2022-06-08 19:34:25,-37.4667,-73.35,51.73,91,96,3.58,overcast clouds
396,Gualeguay,AR,2022-06-08 19:34:26,-33.1416,-59.3097,61.61,65,44,2.46,scattered clouds
397,Skibbereen,IE,2022-06-08 19:34:26,51.55,-9.2667,58.1,84,100,15.84,overcast clouds
398,Salalah,OM,2022-06-08 19:34:27,17.0151,54.0924,84.29,74,40,3.44,scattered clouds
399,Harper,LR,2022-06-08 19:34:28,4.375,-7.7169,78.64,74,3,6.98,clear sky
400,Newton,US,2022-06-08 19:30:15,42.337,-71.2092,82.94,47,0,16.11,clear sky
401,Tupik,RU,2022-06-08 19:34:30,54.4253,119.9327,51.62,85,89,0.83,overcast clouds
402,Sobolevo,RU,2022-06-08 19:34:30,54.4299,31.8996,63.5,80,100,5.7,overcast clouds
403,Bubaque,GW,2022-06-08 19:34:32,11.2833,-15.8333,81.36,80,0,12.03,clear sky
404,Hanyang,CN,2022-06-08 19:34:32,32.1371,105.5126,65.75,89,97,3.76,overcast clouds
405,Guerrero Negro,MX,2022-06-08 19:32:48,27.9769,-114.0611,72.77,57,7,14.88,clear sky
406,Kosai,JP,2022-06-08 19:34:33,34.7105,137.5316,62.92,77,29,5.86,scattered clouds
407,Xaxim,BR,2022-06-08 19:34:33,-26.9617,-52.5347,64.78,87,84,2.04,broken clouds
408,Tottori,JP,2022-06-08 19:34:34,35.5,134.2333,57.9,89,0,3.27,clear sky
409,Beloha,MG,2022-06-08 19:34:35,-25.1667,45.05,61.34,70,31,5.82,scattered clouds
410,Karamursel,TR,2022-06-08 19:34:35,40.6914,29.6157,67.08,84,10,4.18,clear sky
411,Simao,CN,2022-06-08 19:34:36,22.7886,100.9748,64.83,100,100,2.06,overcast clouds
412,Batemans Bay,AU,2022-06-08 19:34:36,-35.7167,150.1833,47.1,75,0,6.29,clear sky
413,Lavrentiya,RU,2022-06-08 19:34:37,65.5833,-171.0,39.88,63,5,8.39,clear sky
414,Manado,ID,2022-06-08 19:34:39,1.487,124.8455,74.17,100,20,2.3,few clouds
415,San Angelo,US,2022-06-08 19:34:39,31.4638,-100.437,93.42,38,40,24.16,scattered clouds
416,Kieta,PG,2022-06-08 19:34:40,-6.2167,155.6333,76.98,84,97,3.47,overcast clouds
417,Wageningen,NL,2022-06-08 19:32:09,51.9667,5.6667,60.93,95,100,7.87,overcast clouds
418,Kaeo,NZ,2022-06-08 19:34:41,-35.1,173.7833,60.33,97,100,10.47,overcast clouds
419,Beringovskiy,RU,2022-06-08 19:34:41,63.05,179.3167,37.99,68,4,13.47,clear sky
420,Pedra Azul,BR,2022-06-08 19:34:42,-16.0053,-41.2972,75.34,32,0,3.62,clear sky
421,Cap Malheureux,MU,2022-06-08 19:34:43,-19.9842,57.6142,70.47,78,0,3.0,clear sky
422,Nkan,GA,2022-06-08 19:34:43,0.3833,9.7833,72.21,93,100,4.74,overcast clouds
423,Ekibastuz,KZ,2022-06-08 19:34:44,51.6667,75.3667,74.37,39,99,6.26,overcast clouds
424,Neiafu,TO,2022-06-08 19:34:44,-18.65,-173.9833,75.88,78,20,4.61,few clouds
425,Port Hedland,AU,2022-06-08 19:31:30,-20.3167,118.5667,71.65,53,100,9.22,overcast clouds
426,Kushiro,JP,2022-06-08 19:34:45,42.975,144.3747,45.14,88,6,4.81,clear sky
427,Kolokani,ML,2022-06-08 19:34:46,13.5728,-8.0339,95.95,23,77,10.89,broken clouds
428,Coahuayana,MX,2022-06-08 19:34:46,18.7333,-103.6833,86.79,56,98,7.7,overcast clouds
429,Ust-Nera,RU,2022-06-08 19:34:47,64.5667,143.2,49.08,48,25,7.45,scattered clouds
430,Canon City,US,2022-06-08 19:31:40,38.441,-105.2424,77.4,32,0,11.5,clear sky
431,Hervey Bay,AU,2022-06-08 19:34:48,-25.2986,152.8535,46.02,77,0,5.99,clear sky
432,Pisco,PE,2022-06-08 19:34:49,-13.7,-76.2167,66.25,72,100,8.05,overcast clouds
433,Lata,PT,2022-06-08 19:34:49,40.1629,-8.3327,70.07,87,98,4.97,overcast clouds
434,Atar,MR,2022-06-08 19:34:50,20.5169,-13.0499,100.4,15,99,7.43,overcast clouds
435,Keuruu,FI,2022-06-08 19:34:50,62.2667,24.7,57.38,98,100,4.09,overcast clouds
436,Asfi,MA,2022-06-08 19:34:51,32.2994,-9.2372,70.03,83,3,24.09,clear sky
437,Miesbach,DE,2022-06-08 19:34:51,47.789,11.8338,55.94,97,100,6.87,overcast clouds
438,Ulu-Telyak,RU,2022-06-08 19:34:53,54.9086,56.9669,50.05,99,100,3.89,overcast clouds
439,Faya,SA,2022-06-08 19:34:54,18.3851,42.4509,71.71,43,75,1.23,broken clouds
440,Hami,CN,2022-06-08 19:34:55,42.8,93.45,72.03,12,0,8.57,clear sky
441,Otjimbingwe,NA,2022-06-08 19:34:55,-22.35,16.1333,61.81,28,0,6.91,clear sky
442,Bayangol,RU,2022-06-08 19:34:56,50.6977,103.4656,38.57,89,100,2.42,overcast clouds
443,Aripuana,BR,2022-06-08 19:34:58,-9.1667,-60.6333,83.48,62,97,2.19,moderate rain
444,Chabahar,IR,2022-06-08 19:34:59,25.2919,60.643,83.95,83,0,7.78,clear sky
445,Ruteng,ID,2022-06-08 19:34:59,-8.6136,120.4721,62.38,93,92,1.68,overcast clouds
446,Genhe,CN,2022-06-08 19:35:00,50.7833,121.5167,50.11,71,34,0.58,scattered clouds
447,Adrar,MR,2022-06-08 19:35:00,20.5022,-10.0711,97.54,12,11,11.03,few clouds
448,Maglajani,BA,2022-06-08 19:35:01,44.9486,17.3494,68.02,83,0,3.44,clear sky
449,Sambava,MG,2022-06-08 19:35:01,-14.2667,50.1667,71.28,87,7,12.53,clear sky
